Province/State,Country/Region,Last Update,Confirmed,Suspected,Recovered,Death
Zhejiang,Mainland China,1/31/2020 19:00,537.0,,14.0,
Guangdong,Mainland China,1/31/2020 19:00,436.0,,10.0,
Henan,Mainland China,1/31/2020 19:00,352.0,,3.0,2.0
Hunan,Mainland China,1/31/2020 19:00,332.0,,3.0,
Jiangxi,Mainland China,1/31/2020 19:00,240.0,,7.0,
Chongqing,Mainland China,1/31/2020 19:00,238.0,,1.0,1.0
Anhui,Mainland China,1/31/2020 19:00,237.0,,3.0,
Shandong,Mainland China,1/31/2020 19:00,184.0,,2.0,
Sichuan,Mainland China,1/31/2020 19:00,177.0,,1.0,1.0
Jiangsu,Mainland China,1/31/2020 19:00,168.0,,5.0,
Shanghai,Mainland China,1/31/2020 19:00,153.0,,9.0,1.0
Beijing,Mainland China,1/31/2020 19:00,139.0,,5.0,1.0
Fujian,Mainland China,1/31/2020 19:00,120.0,,,
Hebei,Mainland China,1/31/2020 19:00,96.0,,,1.0
Guangxi,Mainland China,1/31/2020 19:00,88.0,,2.0,
Shaanxi,Mainland China,1/31/2020 19:00,87.0,,,
Yunnan,Mainland China,1/31/2020 19:00,83.0,,1.0,
Liaoning,Mainland China,1/31/2020 19:00,60.0,,1.0,
Heilongjiang,Mainland China,1/31/2020 19:00,59.0,,,2.0
Hainan,Mainland China,1/31/2020 19:00,58.0,,1.0,1.0
Shanxi,Mainland China,1/31/2020 19:00,47.0,,1.0,
Gansu,Mainland China,1/31/2020 19:00,35.0,,,
Tianjin,Mainland China,1/31/2020 19:00,32.0,,,
Guizhou,Mainland China,1/31/2020 19:00,29.0,,2.0,
Ningxia,Mainland China,1/31/2020 19:00,21.0,,1.0,
Inner Mongolia,Mainland China,1/31/2020 19:00,20.0,,,
Xinjiang,Mainland China,1/31/2020 19:00,17.0,,,
Jilin,Mainland China,1/31/2020 19:00,14.0,,1.0,
Hong Kong,Hong Kong,1/31/2020 19:00,13.0,,,
Taiwan,Taiwan,1/31/2020 19:00,10.0,,,
Qinghai,Mainland China,1/31/2020 19:00,8.0,,,
Macau,Macau,1/31/2020 19:00,7.0,,,
Tibet,Mainland China,1/31/2020 19:00,1.0,,,
Washington,United States,1/31/2020 19:00,1.0,,,
Illinois,United States,1/31/2020 19:00,2.0,,,
California,United States,1/31/2020 19:00,3.0,,,
Arizona,United States,1/31/2020 19:00,1.0,,,
,Japan,1/31/2020 19:00,17.0,,1.0,
,Thailand,1/31/2020 19:00,19.0,,7.0,
,South Korea,1/31/2020 19:00,11.0,,,
,Singapore,1/31/2020 19:00,16.0,,,
,Vietnam,1/31/2020 19:00,2.0,,,
,France,1/31/2020 19:00,6.0,,,
,Nepal,1/31/2020 19:00,1.0,,,
,Malaysia,1/31/2020 19:00,8.0,,,
Ontario,Canada,1/31/2020 19:00,2.0,,,
British Columbia,Canada,1/31/2020 19:00,1.0,,,
,Cambodia,1/31/2020 19:00,1.0,,,
,Sri Lanka,1/31/2020 19:00,1.0,,,
New South Wales,Australia,1/31/2020 19:00,4.0,,2.0,
Victoria,Australia,1/31/2020 19:00,2.0,,,
Queensland,Australia,1/31/2020 19:00,3.0,,,
Bavaria,Germany,1/31/2020 19:00,7.0,,,
,Finland,1/31/2020 19:00,1.0,,,
,United Arab Emirates,1/31/2020 19:00,4.0,,,
,Philippines,1/31/2020 19:00,1.0,,,
,India,1/31/2020 19:00,1.0,,,
,Italy,1/31/2020 19:00,2.0,,,
,Sweden,1/31/2020 19:00,1.0,,,
,Russia,1/31/2020 19:00,2.0,,,
,Spain,1/31/2020 19:00,1.0,,,
,UK,1/31/2020 19:00,2.0,,,
Hubei,Mainland China,1/31/2020 14:00,5806.0,,141.0,204.0
Zhejiang,Mainland China,1/31/2020 14:00,538.0,,14.0,
Guangdong,Mainland China,1/31/2020 14:00,436.0,,11.0,
Henan,Mainland China,1/31/2020 14:00,352.0,,3.0,2.0
Hunan,Mainland China,1/31/2020 14:00,332.0,,2.0,
Jiangxi,Mainland China,1/31/2020 14:00,240.0,,7.0,
Anhui,Mainland China,1/31/2020 14:00,237.0,,3.0,
Chongqing,Mainland China,1/31/2020 14:00,211.0,,1.0,
Shandong,Mainland China,1/31/2020 14:00,184.0,,2.0,
Sichuan,Mainland China,1/31/2020 14:00,177.0,,1.0,1.0
Jiangsu,Mainland China,1/31/2020 14:00,168.0,,5.0,
Beijing,Mainland China,1/31/2020 14:00,139.0,,5.0,1.0
Shanghai,Mainland China,1/31/2020 14:00,135.0,,9.0,1.0
Fujian,Mainland China,1/31/2020 14:00,120.0,,,
Guangxi,Mainland China,1/31/2020 14:00,87.0,,2.0,
Shaanxi,Mainland China,1/31/2020 14:00,87.0,,,
Yunnan,Mainland China,1/31/2020 14:00,83.0,,1.0,
Hebei,Mainland China,1/31/2020 14:00,82.0,,,1.0
Heilongjiang,Mainland China,1/31/2020 14:00,59.0,,,2.0
Hainan,Mainland China,1/31/2020 14:00,52.0,,1.0,1.0
Liaoning,Mainland China,1/31/2020 14:00,48.0,,1.0,
Shanxi,Mainland China,1/31/2020 14:00,39.0,,1.0,
Tianjin,Mainland China,1/31/2020 14:00,32.0,,,
Guizhou,Mainland China,1/31/2020 14:00,29.0,,2.0,
Gansu,Mainland China,1/31/2020 14:00,29.0,,,
Ningxia,Mainland China,1/31/2020 14:00,21.0,,,
Inner Mongolia,Mainland China,1/31/2020 14:00,20.0,,1.0,
Xinjiang,Mainland China,1/31/2020 14:00,17.0,,,
Jilin,Mainland China,1/31/2020 14:00,14.0,,1.0,
Hong Kong,Hong Kong,1/31/2020 14:00,12.0,,,
Taiwan,Taiwan,1/31/2020 14:00,10.0,,,
Qinghai,Mainland China,1/31/2020 14:00,8.0,,,
Macau,Macau,1/31/2020 14:00,7.0,,,
Tibet,Mainland China,1/31/2020 14:00,1.0,,,
,Thailand,1/31/2020 14:00,19.0,,5.0,
,Japan,1/31/2020 14:00,15.0,,1.0,
,Singapore,1/31/2020 14:00,13.0,,,
,South Korea,1/31/2020 14:00,11.0,,,
,Malaysia,1/31/2020 14:00,8.0,,,
,France,1/31/2020 14:00,5.0,,,
Bavaria,Germany,1/31/2020 14:00,5.0,,,
New South Wales,Australia,1/31/2020 14:00,4.0,,2.0,
,United Arab Emirates,1/31/2020 14:00,4.0,,,
Victoria,Australia,1/31/2020 14:00,3.0,,,
Illinois,United States,1/31/2020 14:00,2.0,,,
California,United States,1/31/2020 17:00,3.0,,,
,Vietnam,1/31/2020 14:00,2.0,,,
Ontario,Canada,1/31/2020 14:00,2.0,,,
Queensland,Australia,1/31/2020 14:00,2.0,,,
,Italy,1/31/2020 14:00,2.0,,,
,UK,1/31/2020 14:00,2.0,,,
,Russia,1/31/2020 14:00,2.0,,,
Washington,United States,1/31/2020 14:00,1.0,,,
Arizona,United States,1/31/2020 14:00,1.0,,,
,Nepal,1/31/2020 14:00,1.0,,,
British Columbia,Canada,1/31/2020 14:00,1.0,,,
,Cambodia,1/31/2020 14:00,1.0,,,
,Sri Lanka,1/31/2020 14:00,1.0,,,
,Finland,1/31/2020 14:00,1.0,,,
,Philippines,1/31/2020 14:00,1.0,,,
,India,1/31/2020 14:00,1.0,,,
,Sweden,1/31/2020 14:00,1.0,,,
Hubei,Mainland China,1/30/2020 21:30,5806.0,,116.0,204.0
Zhejiang,Mainland China,1/30/2020 21:30,537.0,,9.0,
Guangdong,Mainland China,1/30/2020 21:30,393.0,,11.0,
Henan,Mainland China,1/30/2020 21:30,352.0,,3.0,2.0
Hunan,Mainland China,1/30/2020 21:30,332.0,,2.0,
Jiangxi,Mainland China,1/30/2020 21:30,240.0,,7.0,
Anhui,Mainland China,1/30/2020 21:30,237.0,,3.0,
Chongqing,Mainland China,1/30/2020 21:30,206.0,,1.0,
Shandong,Mainland China,1/30/2020 21:30,178.0,,2.0,
Sichuan,Mainland China,1/30/2020 21:30,177.0,,1.0,1.0
Jiangsu,Mainland China,1/30/2020 21:30,168.0,,2.0,
Shanghai,Mainland China,1/30/2020 21:30,128.0,,9.0,1.0
Beijing,Mainland China,1/30/2020 21:30,121.0,,5.0,1.0
Fujian,Mainland China,1/30/2020 21:30,101.0,,,
Guangxi,Mainland China,1/30/2020 21:30,87.0,,2.0,
Hebei,Mainland China,1/30/2020 21:30,82.0,,,1.0
Yunnan,Mainland China,1/30/2020 21:30,76.0,,,
Shaanxi,Mainland China,1/30/2020 21:30,87.0,,,
Heilongjiang,Mainland China,1/30/2020 21:30,59.0,,,2.0
Hainan,Mainland China,1/30/2020 21:30,50.0,,1.0,1.0
Liaoning,Mainland China,1/30/2020 21:30,45.0,,1.0,
Shanxi,Mainland China,1/30/2020 21:30,39.0,,1.0,
Tianjin,Mainland China,1/30/2020 21:30,32.0,,,
Gansu,Mainland China,1/30/2020 21:30,29.0,,,
Ningxia,Mainland China,1/30/2020 21:30,21.0,,1.0,
Inner Mongolia,Mainland China,1/30/2020 21:30,20.0,,,
Xinjiang,Mainland China,1/30/2020 21:30,17.0,,,
Guizhou,Mainland China,1/30/2020 21:30,15.0,,1.0,
Jilin,Mainland China,1/30/2020 21:30,14.0,,1.0,
Hong Kong,Hong Kong,1/30/2020 21:30,12.0,,,
Taiwan,Taiwan,1/30/2020 21:30,9.0,,,
Qinghai,Mainland China,1/30/2020 21:30,8.0,,,
Macau,Macau,1/30/2020 21:30,7.0,,,
Tibet,Mainland China,1/30/2020 21:30,1.0,,,
Washington,United States,1/30/2020 21:30,1.0,,,
Illinois,United States,1/30/2020 21:30,2.0,,,
California,United States,1/30/2020 21:30,2.0,,,
Arizona,United States,1/30/2020 21:30,1.0,,,
,Japan,1/30/2020 21:30,11.0,,1.0,
,Thailand,1/30/2020 21:30,14.0,,5.0,
,South Korea,1/30/2020 21:30,6.0,,,
,Singapore,1/30/2020 21:30,10.0,,,
,Vietnam,1/30/2020 21:30,2.0,,,
,France,1/30/2020 21:30,5.0,,,
,Nepal,1/30/2020 21:30,1.0,,,
,Malaysia,1/30/2020 21:30,8.0,,,
Ontario,Canada,1/30/2020 21:30,2.0,,,
British Columbia,Canada,1/30/2020 21:30,1.0,,,
,Cambodia,1/30/2020 21:30,1.0,,,
,Sri Lanka,1/30/2020 21:30,1.0,,,
New South Wales,Australia,1/30/2020 21:30,4.0,,2.0,
Victoria,Australia,1/30/2020 21:30,2.0,,,
Queensland,Australia,1/30/2020 21:30,3.0,,,
Bavaria,Germany,1/30/2020 21:30,4.0,,,
,Finland,1/30/2020 21:30,1.0,,,
,United Arab Emirates,1/30/2020 21:30,4.0,,,
,Philippines,1/30/2020 21:30,1.0,,,
,India,1/30/2020 21:30,1.0,,,
,Italy,1/30/2020 21:30,2.0,,,
Hubei,Mainland China,1/30/2020 11:00,4903.0,,90.0,162.0
Zhejiang,Mainland China,1/30/2020 11:00,428.0,,4.0,
Guangdong,Mainland China,1/30/2020 11:00,354.0,,10.0,
Henan,Mainland China,1/30/2020 11:00,278.0,,2.0,2.0
Hunan,Mainland China,1/30/2020 11:00,277.0,,2.0,
Anhui,Mainland China,1/30/2020 11:00,200.0,,2.0,
Chongqing,Mainland China,1/30/2020 11:00,182.0,,1.0,
Jiangxi,Mainland China,1/30/2020 11:00,162.0,,5.0,
Shandong,Mainland China,1/30/2020 11:00,158.0,,1.0,
Sichuan,Mainland China,1/30/2020 11:00,142.0,,1.0,1.0
Jiangsu,Mainland China,1/30/2020 11:00,129.0,,1.0,
Beijing,Mainland China,1/30/2020 11:00,114.0,,4.0,1.0
Shanghai,Mainland China,1/30/2020 11:00,112.0,,5.0,1.0
Fujian,Mainland China,1/30/2020 11:00,101.0,,,
Guangxi,Mainland China,1/30/2020 11:00,78.0,,2.0,
Yunnan,Mainland China,1/30/2020 11:00,70.0,,,
Hebei,Mainland China,1/30/2020 11:00,65.0,,,1.0
Shaanxi,Mainland China,1/30/2020 11:00,63.0,,,
Hainan,Mainland China,1/30/2020 11:00,46.0,,1.0,1.0
Heilongjiang,Mainland China,1/30/2020 11:00,44.0,,,2.0
Liaoning,Mainland China,1/30/2020 11:00,41.0,,1.0,
Shanxi,Mainland China,1/30/2020 11:00,35.0,,1.0,
Tianjin,Mainland China,1/30/2020 11:00,31.0,,,
Gansu,Mainland China,1/30/2020 11:00,26.0,,,
Inner Mongolia,Mainland China,1/30/2020 11:00,19.0,,,
Ningxia,Mainland China,1/30/2020 11:00,17.0,,,
Jilin,Mainland China,1/30/2020 11:00,14.0,,1.0,
Xinjiang,Mainland China,1/30/2020 11:00,14.0,,,
Guizhou,Mainland China,1/30/2020 11:00,12.0,,1.0,
Hong Kong,Hong Kong,1/30/2020 11:00,10.0,,,
Taiwan,Taiwan,1/30/2020 11:00,9.0,,,
Qinghai,Mainland China,1/30/2020 11:00,8.0,,,
Macau,Macau,1/30/2020 11:00,7.0,,,
Tibet,Mainland China,1/30/2020 11:00,1.0,,,
Washington,United States,1/30/2020 11:00,1.0,,,
Illinois,United States,1/30/2020 11:00,1.0,,,
California,United States,1/30/2020 11:00,2.0,,,
Arizona,United States,1/30/2020 11:00,1.0,,,
,Japan,1/30/2020 11:00,11.0,,1.0,
,Thailand,1/30/2020 11:00,14.0,,5.0,
,South Korea,1/30/2020 11:00,4.0,,,
,Singapore,1/30/2020 11:00,10.0,,,
,Vietnam,1/30/2020 11:00,2.0,,,
,France,1/30/2020 11:00,5.0,,,
,Nepal,1/30/2020 11:00,1.0,,,
,Malaysia,1/30/2020 11:00,8.0,,,
Ontario,Canada,1/30/2020 11:00,2.0,,,
British Columbia,Canada,1/30/2020 11:00,1.0,,,
,Cambodia,1/30/2020 11:00,1.0,,,
,Sri Lanka,1/30/2020 11:00,1.0,,,
New South Wales,Australia,1/30/2020 11:00,4.0,,2.0,
Victoria,Australia,1/30/2020 11:00,2.0,,,
Queensland,Australia,1/30/2020 11:00,3.0,,,
Bavaria,Germany,1/30/2020 11:00,4.0,,,
,Finland,1/30/2020 11:00,1.0,,,
,United Arab Emirates,1/30/2020 11:00,4.0,,,
,Philippines,1/30/2020 11:00,1.0,,,
,India,1/30/2020 11:00,1.0,,,
Hubei,Mainland China,1/29/2020 21:00,4586.0,,90.0,162.0
Zhejiang,Mainland China,1/29/2020 21:00,428.0,,4.0,
Guangdong,Mainland China,1/29/2020 21:00,311.0,,6.0,
Henan,Mainland China,1/29/2020 21:00,278.0,,2.0,2.0
Hunan,Mainland China,1/29/2020 21:00,277.0,,,
Anhui,Mainland China,1/29/2020 21:00,200.0,,2.0,
Chongqing,Mainland China,1/29/2020 21:00,165.0,,1.0,
Jiangxi,Mainland China,1/29/2020 21:00,162.0,,4.0,
Shandong,Mainland China,1/29/2020 21:00,145.0,,1.0,
Sichuan,Mainland China,1/29/2020 21:00,142.0,,1.0,1.0
Jiangsu,Mainland China,1/29/2020 21:00,129.0,,1.0,
Beijing,Mainland China,1/29/2020 21:00,111.0,,4.0,1.0
Shanghai,Mainland China,1/29/2020 21:00,101.0,,5.0,1.0
Fujian,Mainland China,1/29/2020 21:00,101.0,,,
Guangxi,Mainland China,1/29/2020 21:00,78.0,,2.0,
Hebei,Mainland China,1/29/2020 21:00,65.0,,,1.0
Shaanxi,Mainland China,1/29/2020 21:00,56.0,,,
Yunnan,Mainland China,1/29/2020 21:00,55.0,,,
Hainan,Mainland China,1/29/2020 21:00,43.0,,,1.0
Heilongjiang,Mainland China,1/29/2020 21:00,43.0,,,1.0
Liaoning,Mainland China,1/29/2020 21:00,39.0,,1.0,
Shanxi,Mainland China,1/29/2020 21:00,35.0,,1.0,
Tianjin,Mainland China,1/29/2020 21:00,27.0,,,
Gansu,Mainland China,1/29/2020 21:00,26.0,,,
Inner Mongolia,Mainland China,1/29/2020 21:00,16.0,,,
Jilin,Mainland China,1/29/2020 21:00,14.0,,1.0,
Xinjiang,Mainland China,1/29/2020 21:00,14.0,,,
Guizhou,Mainland China,1/29/2020 21:00,12.0,,1.0,
Ningxia,Mainland China,1/29/2020 21:00,12.0,,,
Hong Kong,Hong Kong,1/29/2020 21:00,10.0,,,
Taiwan,Taiwan,1/29/2020 21:00,8.0,,,
Macau,Macau,1/29/2020 21:00,7.0,,,
Qinghai,Mainland China,1/29/2020 21:00,6.0,,,
Tibet,Mainland China,1/29/2020 21:00,1.0,,,
Washington,United States,1/29/2020 21:00,1.0,,,
Illinois,United States,1/29/2020 21:00,1.0,,,
California,United States,1/29/2020 21:00,2.0,,,
Arizona,United States,1/29/2020 21:00,1.0,,,
,Japan,1/29/2020 21:00,11.0,,1.0,
,Thailand,1/29/2020 21:00,14.0,,5.0,
,South Korea,1/29/2020 21:00,4.0,,,
,Singapore,1/29/2020 21:00,10.0,,,
,Vietnam,1/29/2020 21:00,2.0,,,
,France,1/29/2020 21:00,5.0,,,
,Nepal,1/29/2020 21:00,1.0,,,
,Malaysia,1/29/2020 21:00,7.0,,,
Ontario,Canada,1/29/2020 21:00,2.0,,,
British Columbia,Canada,1/29/2020 21:00,1.0,,,
,Cambodia,1/29/2020 21:00,1.0,,,
,Sri Lanka,1/29/2020 21:00,1.0,,,
New South Wales,Australia,1/29/2020 21:00,4.0,,,
Victoria,Australia,1/29/2020 21:00,2.0,,,
Queensland,Australia,1/29/2020 21:00,1.0,,,
Bavaria,Germany,1/29/2020 21:00,4.0,,,
,Finland,1/29/2020 21:00,1.0,,,
,United Arab Emirates,1/29/2020 21:00,4.0,,,
Hubei,Mainland China,1/29/2020 14:30,3554.0,,88.0,125.0
Zhejiang,Mainland China,1/29/2020 14:30,296.0,,3.0,
Guangdong,Mainland China,1/29/2020 14:30,277.0,,5.0,
Hunan,Mainland China,1/29/2020 14:30,221.0,,,
Henan,Mainland China,1/29/2020 14:30,206.0,,1.0,2.0
Anhui,Mainland China,1/29/2020 14:30,152.0,,2.0,
Chongqing,Mainland China,1/29/2020 14:30,147.0,,1.0,
Shandong,Mainland China,1/29/2020 14:30,130.0,,1.0,
Beijing,Mainland China,1/29/2020 14:30,111.0,,4.0,1.0
Jiangxi,Mainland China,1/29/2020 14:30,109.0,,3.0,
Sichuan,Mainland China,1/29/2020 14:30,108.0,,1.0,1.0
Jiangsu,Mainland China,1/29/2020 14:30,99.0,,1.0,
Shanghai,Mainland China,1/29/2020 14:30,96.0,,5.0,1.0
Fujian,Mainland China,1/29/2020 14:30,84.0,,,
Guangxi,Mainland China,1/29/2020 14:30,58.0,,2.0,
Shaanxi,Mainland China,1/29/2020 14:30,56.0,,,
Yunnan,Mainland China,1/29/2020 14:30,55.0,,,
Hebei,Mainland China,1/29/2020 14:30,48.0,,,1.0
Hainan,Mainland China,1/29/2020 14:30,43.0,,,1.0
Liaoning,Mainland China,1/29/2020 14:30,39.0,,1.0,
Heilongjiang,Mainland China,1/29/2020 14:30,38.0,,,1.0
Tianjin,Mainland China,1/29/2020 14:30,27.0,,,
Shanxi,Mainland China,1/29/2020 14:30,27.0,,1.0,
Gansu,Mainland China,1/29/2020 14:30,24.0,,,
Inner Mongolia,Mainland China,1/29/2020 14:30,16.0,,,
Xinjiang,Mainland China,1/29/2020 14:30,13.0,,,
Ningxia,Mainland China,1/29/2020 14:30,12.0,,,
Hong Kong,Hong Kong,1/29/2020 14:30,10.0,,,
Guizhou,Mainland China,1/29/2020 14:30,9.0,,1.0,
Jilin,Mainland China,1/29/2020 14:30,9.0,,,
Taiwan,Taiwan,1/29/2020 14:30,8.0,,,
Macau,Macau,1/29/2020 14:30,7.0,,,
Qinghai,Mainland China,1/29/2020 14:30,6.0,,,
Washington,United States,1/29/2020 14:30,1.0,,,
Illinois,United States,1/29/2020 14:30,1.0,,,
California,United States,1/29/2020 14:30,2.0,,,
Arizona,United States,1/29/2020 14:30,1.0,,,
,Japan,1/29/2020 14:30,7.0,,1.0,
,Thailand,1/29/2020 14:30,14.0,,5.0,
,South Korea,1/29/2020 14:30,4.0,,,
,Singapore,1/29/2020 14:30,7.0,,,
,Vietnam,1/29/2020 14:30,2.0,,,
,France,1/29/2020 14:30,5.0,,,
,Nepal,1/29/2020 14:30,1.0,,,
,Malaysia,1/29/2020 14:30,7.0,,,
Ontario,Canada,1/29/2020 14:30,1.0,,,
British Columbia,Canada,1/29/2020 14:30,1.0,,,
,Cambodia,1/29/2020 14:30,1.0,,,
,Sri Lanka,1/29/2020 14:30,1.0,,,
New South Wales,Australia,1/29/2020 14:30,4.0,,,
Victoria,Australia,1/29/2020 14:30,1.0,,,
Bavaria,Germany,1/29/2020 14:30,4.0,,,
,Finland,1/29/2020 14:30,1.0,,,
,United Arab Emirates,1/29/2020 14:30,4.0,,,
Hubei,Mainland China,1/29/2020 13:30,3554.0,,80.0,125.0
Guangdong,Mainland China,1/29/2020 13:30,277.0,,4.0,
Zhejiang,Mainland China,1/29/2020 13:30,296.0,,3.0,
Henan,Mainland China,1/29/2020 13:30,206.0,,1.0,2.0
Chongqing,Mainland China,1/29/2020 13:30,147.0,,,
Hunan,Mainland China,1/29/2020 13:30,221.0,,,
Shandong,Mainland China,1/29/2020 13:30,130.0,,1.0,
Beijing,Mainland China,1/29/2020 13:30,111.0,,4.0,1.0
Anhui,Mainland China,1/29/2020 13:30,152.0,,2.0,
Sichuan,Mainland China,1/29/2020 13:30,108.0,,,
Fujian,Mainland China,1/29/2020 13:30,84.0,,,
Shanghai,Mainland China,1/29/2020 13:30,96.0,,4.0,1.0
Jiangxi,Mainland China,1/29/2020 13:30,109.0,,3.0,
Jiangsu,Mainland China,1/29/2020 13:30,99.0,,1.0,
Guangxi,Mainland China,1/29/2020 13:30,58.0,,2.0,
Shaanxi,Mainland China,1/29/2020 13:30,56.0,,,
Hainan,Mainland China,1/29/2020 13:30,43.0,,1.0,1.0
Liaoning,Mainland China,1/29/2020 13:30,39.0,,,
Yunnan,Mainland China,1/29/2020 13:30,55.0,,,
Tianjin,Mainland China,1/29/2020 13:30,27.0,,,
Heilongjiang,Mainland China,1/29/2020 13:30,38.0,,,1.0
Hebei,Mainland China,1/29/2020 13:30,48.0,,,1.0
Gansu,Mainland China,1/29/2020 13:30,24.0,,,
Shanxi,Mainland China,1/29/2020 13:30,27.0,,,
Inner Mongolia,Mainland China,1/29/2020 13:30,16.0,,,
Hong Kong,Hong Kong,1/29/2020 13:30,10.0,,,
Guizhou,Mainland China,1/29/2020 13:30,9.0,,,
Ningxia,Mainland China,1/29/2020 13:30,12.0,,,
Jilin,Mainland China,1/29/2020 13:30,9.0,,,
Macau,Macau,1/29/2020 13:30,7.0,,,
Taiwan,Taiwan,1/29/2020 13:30,8.0,,,
Xinjiang,Mainland China,1/29/2020 13:30,13.0,,,
Qinghai,Mainland China,1/29/2020 13:30,6.0,,,
Washington,United States,1/29/2020 13:30,1.0,,,
Illinois,United States,1/29/2020 13:30,1.0,,,
California,United States,1/29/2020 13:30,2.0,,,
Arizona,United States,1/29/2020 13:30,1.0,,,
Ontario,Canada,1/29/2020 13:30,3.0,,,
,Japan,1/29/2020 13:30,7.0,,1.0,
,Thailand,1/29/2020 13:30,14.0,,5.0,
,South Korea,1/29/2020 13:30,4.0,,,
,Singapore,1/29/2020 13:30,7.0,,,
,Vietnam,1/29/2020 13:30,2.0,,,
,Nepal,1/29/2020 13:30,1.0,,,
,Malaysia,1/29/2020 13:30,7.0,,,
,Cambodia,1/29/2020 13:30,1.0,,,
,Sri Lanka,1/29/2020 13:30,1.0,,,
New South Wales,Australia,1/29/2020 13:30,4.0,,,
Victoria,Australia,1/29/2020 13:30,1.0,,,
,United Arab Emirates,1/29/2020 13:30,4.0,,,
,France,1/29/2020 13:30,4.0,,,
Bavaria,Germany,1/29/2020 13:30,4.0,,,
Hubei,Mainland China,1/28/2020 23:00,3554.0,,80.0,125.0
Zhejiang,Mainland China,1/28/2020 23:00,296.0,,3.0,
Guangdong,Mainland China,1/28/2020 23:00,241.0,,5.0,
Hunan,Mainland China,1/28/2020 23:00,221.0,,,
Henan,Mainland China,1/28/2020 23:00,206.0,,1.0,2.0
Anhui,Mainland China,1/28/2020 23:00,152.0,,,
Chongqing,Mainland China,1/28/2020 23:00,147.0,,1.0,
Shandong,Mainland China,1/28/2020 23:00,121.0,,,
Jiangxi,Mainland China,1/28/2020 23:00,109.0,,3.0,
Sichuan,Mainland China,1/28/2020 23:00,108.0,,,
Jiangsu,Mainland China,1/28/2020 23:00,99.0,,1.0,
Beijing,Mainland China,1/28/2020 23:00,91.0,,4.0,1.0
Fujian,Mainland China,1/28/2020 23:00,82.0,,,
Shanghai,Mainland China,1/28/2020 23:00,80.0,,4.0,1.0
Guangxi,Mainland China,1/28/2020 23:00,58.0,,2.0,
Shaanxi,Mainland China,1/28/2020 23:00,56.0,,,
Hebei,Mainland China,1/28/2020 23:00,48.0,,,1.0
Yunnan,Mainland China,1/28/2020 23:00,44.0,,,
Hainan,Mainland China,1/28/2020 23:00,43.0,,,1.0
Heilongjiang,Mainland China,1/28/2020 23:00,37.0,,,1.0
Liaoning,Mainland China,1/28/2020 23:00,36.0,,,
Shanxi,Mainland China,1/28/2020 23:00,27.0,,,
Tianjin,Mainland China,1/28/2020 23:00,25.0,,,
Gansu,Mainland China,1/28/2020 23:00,24.0,,,
Inner Mongolia,Mainland China,1/28/2020 23:00,16.0,,,
Xinjiang,Mainland China,1/28/2020 23:00,13.0,,,
Ningxia,Mainland China,1/28/2020 23:00,12.0,,,
Guizhou,Mainland China,1/28/2020 23:00,9.0,,,
Jilin,Mainland China,1/28/2020 23:00,9.0,,,
Hong Kong,Hong Kong,1/28/2020 23:00,8.0,,,
Taiwan,Taiwan,1/28/2020 23:00,8.0,,,
Macau,Macau,1/28/2020 23:00,7.0,,,
Qinghai,Mainland China,1/28/2020 23:00,6.0,,,
Washington,United States,1/28/2020 18:00,1.0,,,
Illinois,United States,1/28/2020 23:00,1.0,,,
California,United States,1/28/2020 23:00,2.0,,,
Arizona,United States,1/28/2020 23:00,1.0,,,
,Japan,1/28/2020 23:00,7.0,,1.0,
,Thailand,1/28/2020 23:00,14.0,,5.0,
,South Korea,1/28/2020 23:00,4.0,,,
,Singapore,1/28/2020 23:00,7.0,,,
,Vietnam,1/28/2020 23:00,2.0,,,
,France,1/28/2020 23:00,4.0,,,
,Nepal,1/28/2020 23:00,1.0,,,
,Malaysia,1/28/2020 23:00,7.0,,,
Ontario,Canada,1/28/2020 23:00,1.0,,,
British Columbia,Canada,1/28/2020 23:00,1.0,,,
,Cambodia,1/28/2020 23:00,1.0,,,
,Sri Lanka,1/28/2020 23:00,1.0,,,
New South Wales,Australia,1/28/2020 23:00,4.0,,,
Victoria,Australia,1/28/2020 23:00,1.0,,,
Bavaria,Germany,1/28/2020 23:00,4.0,,,
Hubei,Mainland China,1/28/2020 18:00,3554.0,,80.0,125.0
Guangdong,Mainland China,1/28/2020 18:00,207.0,,4.0,
Zhejiang,Mainland China,1/28/2020 18:00,173.0,,3.0,
Henan,Mainland China,1/28/2020 18:00,168.0,,,1.0
Hunan,Mainland China,1/28/2020 18:00,143.0,,,
Chongqing,Mainland China,1/28/2020 18:00,132.0,,,
Jiangxi,Mainland China,1/28/2020 18:00,109.0,,3.0,
Anhui,Mainland China,1/28/2020 18:00,106.0,,,
Shandong,Mainland China,1/28/2020 18:00,95.0,,,
Beijing,Mainland China,1/28/2020 18:00,91.0,,4.0,1.0
Sichuan,Mainland China,1/28/2020 18:00,90.0,,,
Fujian,Mainland China,1/28/2020 18:00,80.0,,,
Jiangsu,Mainland China,1/28/2020 18:00,70.0,,1.0,
Shanghai,Mainland China,1/28/2020 18:00,66.0,,4.0,1.0
Guangxi,Mainland China,1/28/2020 18:00,51.0,,2.0,
Shaanxi,Mainland China,1/28/2020 18:00,46.0,,,
Yunnan,Mainland China,1/28/2020 18:00,44.0,,,
Hainan,Mainland China,1/28/2020 18:00,40.0,,,1.0
Liaoning,Mainland China,1/28/2020 18:00,34.0,,,
