Order ID,Status,Fulfilment,Sales Channel,ship-service-level,Qty,Amount,ship-city,ship-state,ship-postal-code,B2B,Date,Month,Year,Month-Year,Week,WeekTotal,Surge Status,Category
171-9289895-0289125,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560085,FALSE,24 April 2022,April,2022,Apr 2022,18,10352,Surge,Set
403-4914679-5533129,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560043,FALSE,24 April 2022,April,2022,Apr 2022,18,10352,Surge,Set
406-6676601-1163535,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560097,FALSE,24 April 2022,April,2022,Apr 2022,18,10352,Surge,Set
171-9963736-7679519,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560028,FALSE,24 April 2022,April,2022,Apr 2022,18,10352,Surge,Set
408-7704516-8653125,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560054,FALSE,24 April 2022,April,2022,Apr 2022,18,10352,Surge,Set
406-1673439-9436347,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560061,FALSE,23 April 2022,April,2022,Apr 2022,17,11233,Surge,Set
404-2922590-7904350,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560084,FALSE,23 April 2022,April,2022,Apr 2022,17,11233,Surge,Set
403-9321796-7021163,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560056,FALSE,22 April 2022,April,2022,Apr 2022,17,11233,Surge,Set
403-3276926-4763504,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560103,FALSE,22 April 2022,April,2022,Apr 2022,17,11233,Surge,Set
407-9063112-8834726,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560064,FALSE,21 April 2022,April,2022,Apr 2022,17,11233,Surge,Set
404-1487584-7955522,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560100,FALSE,21 April 2022,April,2022,Apr 2022,17,11233,Surge,Set
171-2380356-8203535,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560065,FALSE,21 April 2022,April,2022,Apr 2022,17,11233,Surge,Set
171-6866813-5681124,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560068,FALSE,21 April 2022,April,2022,Apr 2022,17,11233,Surge,Set
407-7779653-3247556,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560068,FALSE,21 April 2022,April,2022,Apr 2022,17,11233,Surge,Set
407-7833841-0848328,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560023,FALSE,20 April 2022,April,2022,Apr 2022,17,11233,Surge,Set
404-3423980-0677962,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560055,FALSE,20 April 2022,April,2022,Apr 2022,17,11233,Surge,Set
403-8735221-7533920,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560043,FALSE,20 April 2022,April,2022,Apr 2022,17,11233,Surge,Set
408-7660967-5697945,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560046,FALSE,20 April 2022,April,2022,Apr 2022,17,11233,Surge,Set
404-9823763-6337120,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560068,FALSE,20 April 2022,April,2022,Apr 2022,17,11233,Surge,Set
171-6379049-9474720,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560102,FALSE,19 April 2022,April,2022,Apr 2022,17,11233,Surge,Set
406-9910764-0265930,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560075,FALSE,19 April 2022,April,2022,Apr 2022,17,11233,Surge,Set
403-1534862-8568324,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560048,FALSE,19 April 2022,April,2022,Apr 2022,17,11233,Surge,Set
171-3205974-9237911,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560056,FALSE,19 April 2022,April,2022,Apr 2022,17,11233,Surge,Set
404-4147875-5994719,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560064,FALSE,19 April 2022,April,2022,Apr 2022,17,11233,Surge,Set
405-9471691-3189905,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560068,FALSE,18 April 2022,April,2022,Apr 2022,17,11233,Surge,Set
403-2537865-7876347,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560102,FALSE,18 April 2022,April,2022,Apr 2022,17,11233,Surge,Set
406-4475598-3825952,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560057,FALSE,17 April 2022,April,2022,Apr 2022,17,11233,Surge,Set
405-0751276-2833934,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560098,FALSE,17 April 2022,April,2022,Apr 2022,17,11233,Surge,Set
403-8153165-4528332,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560062,FALSE,17 April 2022,April,2022,Apr 2022,17,11233,Surge,Set
408-7119808-2820361,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560076,FALSE,17 April 2022,April,2022,Apr 2022,17,11233,Surge,Set
403-7618363-8270750,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560092,FALSE,17 April 2022,April,2022,Apr 2022,17,11233,Surge,Set
407-0787319-5536365,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560077,FALSE,17 April 2022,April,2022,Apr 2022,17,11233,Surge,Set
408-8179357-8217149,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560043,FALSE,17 April 2022,April,2022,Apr 2022,17,11233,Surge,Set
402-2390349-8308339,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560049,FALSE,16 April 2022,April,2022,Apr 2022,16,11162,Surge,Set
171-9846346-6092316,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560068,FALSE,16 April 2022,April,2022,Apr 2022,16,11162,Surge,Set
407-1054897-2278764,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,562107,FALSE,16 April 2022,April,2022,Apr 2022,16,11162,Surge,Set
404-8356286-9925968,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560005,FALSE,16 April 2022,April,2022,Apr 2022,16,11162,Surge,Set
404-8829602-9277941,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560045,FALSE,16 April 2022,April,2022,Apr 2022,16,11162,Surge,Set
405-3356149-2233940,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560062,FALSE,16 April 2022,April,2022,Apr 2022,16,11162,Surge,Set
405-7370736-4938748,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560035,FALSE,15 April 2022,April,2022,Apr 2022,16,11162,Surge,Set
407-3866943-5407507,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560100,FALSE,15 April 2022,April,2022,Apr 2022,16,11162,Surge,Set
405-9842232-1884327,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560024,FALSE,15 April 2022,April,2022,Apr 2022,16,11162,Surge,Set
171-3980244-6722703,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560034,FALSE,14 April 2022,April,2022,Apr 2022,16,11162,Surge,Set
403-4200683-8555517,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560024,FALSE,14 April 2022,April,2022,Apr 2022,16,11162,Surge,Set
404-1230704-8385962,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560095,FALSE,14 April 2022,April,2022,Apr 2022,16,11162,Surge,Set
404-2331623-5544301,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560096,FALSE,14 April 2022,April,2022,Apr 2022,16,11162,Surge,Set
406-4215046-2365155,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560066,FALSE,14 April 2022,April,2022,Apr 2022,16,11162,Surge,Set
404-9826662-9416362,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560024,FALSE,14 April 2022,April,2022,Apr 2022,16,11162,Surge,Set
403-2239271-0270735,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560037,FALSE,14 April 2022,April,2022,Apr 2022,16,11162,Surge,Set
403-8352023-6302717,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560091,FALSE,14 April 2022,April,2022,Apr 2022,16,11162,Surge,Set
403-3939154-5517100,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560049,FALSE,14 April 2022,April,2022,Apr 2022,16,11162,Surge,Set
171-9836374-7473916,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560091,FALSE,14 April 2022,April,2022,Apr 2022,16,11162,Surge,Set
405-4915290-4801928,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560035,FALSE,13 April 2022,April,2022,Apr 2022,16,11162,Surge,Set
405-4347630-1105162,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560037,FALSE,13 April 2022,April,2022,Apr 2022,16,11162,Surge,Set
403-7139731-2993155,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560085,FALSE,13 April 2022,April,2022,Apr 2022,16,11162,Surge,Set
404-1727758-5661142,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560035,FALSE,12 April 2022,April,2022,Apr 2022,16,11162,Surge,Set
403-9133912-2920329,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560061,FALSE,12 April 2022,April,2022,Apr 2022,16,11162,Surge,Set
171-0062784-1012303,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560064,FALSE,12 April 2022,April,2022,Apr 2022,16,11162,Surge,Set
407-3420069-8787558,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560049,FALSE,12 April 2022,April,2022,Apr 2022,16,11162,Surge,Set
171-4700451-1733943,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560099,FALSE,12 April 2022,April,2022,Apr 2022,16,11162,Surge,Set
404-9721972-3410748,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,562125,FALSE,12 April 2022,April,2022,Apr 2022,16,11162,Surge,Set
404-9231928-2186741,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560033,FALSE,11 April 2022,April,2022,Apr 2022,16,11162,Surge,Set
171-3012152-7737908,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,562125,FALSE,11 April 2022,April,2022,Apr 2022,16,11162,Surge,Set
404-6730478-1451552,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560035,FALSE,11 April 2022,April,2022,Apr 2022,16,11162,Surge,Set
402-0162546-5780361,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560087,FALSE,11 April 2022,April,2022,Apr 2022,16,11162,Surge,Set
171-5721936-5511552,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560054,FALSE,11 April 2022,April,2022,Apr 2022,16,11162,Surge,Set
171-1447742-8466768,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560043,FALSE,11 April 2022,April,2022,Apr 2022,16,11162,Surge,Set
408-0124351-9530758,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560043,FALSE,10 April 2022,April,2022,Apr 2022,16,11162,Surge,Set
404-8288249-3739530,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560043,FALSE,10 April 2022,April,2022,Apr 2022,16,11162,Surge,Set
407-1660014-5509147,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560038,FALSE,10 April 2022,April,2022,Apr 2022,16,11162,Surge,Set
405-2961614-8316338,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560043,FALSE,10 April 2022,April,2022,Apr 2022,16,11162,Surge,Set
406-0984632-6958701,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560011,FALSE,10 April 2022,April,2022,Apr 2022,16,11162,Surge,Set
405-2467966-8946742,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560049,FALSE,10 April 2022,April,2022,Apr 2022,16,11162,Surge,Set
408-5025295-6153928,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560027,FALSE,10 April 2022,April,2022,Apr 2022,16,11162,Surge,Set
405-0629623-8433123,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560021,FALSE,10 April 2022,April,2022,Apr 2022,16,11162,Surge,Set
406-4212049-2216346,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560016,FALSE,10 April 2022,April,2022,Apr 2022,16,11162,Surge,Set
406-8143961-1965957,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560066,FALSE,10 April 2022,April,2022,Apr 2022,16,11162,Surge,Set
407-1862242-7333908,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560038,FALSE,10 April 2022,April,2022,Apr 2022,16,11162,Surge,Set
405-0186533-0623577,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560030,FALSE,09 April 2022,April,2022,Apr 2022,15,10503,Surge,Set
407-7765181-3416369,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560037,FALSE,09 April 2022,April,2022,Apr 2022,15,10503,Surge,Set
402-2894761-5267524,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560078,FALSE,09 April 2022,April,2022,Apr 2022,15,10503,Surge,Set
402-6925282-8732343,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560045,FALSE,09 April 2022,April,2022,Apr 2022,15,10503,Surge,Set
406-4683753-1519555,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560043,FALSE,09 April 2022,April,2022,Apr 2022,15,10503,Surge,Set
408-9711062-0965939,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560061,FALSE,09 April 2022,April,2022,Apr 2022,15,10503,Surge,Set
408-1710525-9605153,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560037,FALSE,09 April 2022,April,2022,Apr 2022,15,10503,Surge,Set
404-0615879-5226756,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560043,FALSE,09 April 2022,April,2022,Apr 2022,15,10503,Surge,Set
402-0156828-3944353,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560100,FALSE,09 April 2022,April,2022,Apr 2022,15,10503,Surge,Set
404-0073545-3169945,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560049,FALSE,09 April 2022,April,2022,Apr 2022,15,10503,Surge,Set
404-2357733-5228310,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560062,FALSE,09 April 2022,April,2022,Apr 2022,15,10503,Surge,Set
408-1006461-1310730,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560075,FALSE,09 April 2022,April,2022,Apr 2022,15,10503,Surge,Set
404-5454640-6877914,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560090,FALSE,09 April 2022,April,2022,Apr 2022,15,10503,Surge,Set
407-9410006-2707504,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560077,FALSE,08 April 2022,April,2022,Apr 2022,15,10503,Surge,Set
407-7730510-3465935,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560077,FALSE,08 April 2022,April,2022,Apr 2022,15,10503,Surge,Set
403-6011731-0916369,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560076,FALSE,08 April 2022,April,2022,Apr 2022,15,10503,Surge,Set
402-0213142-0933903,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560049,FALSE,08 April 2022,April,2022,Apr 2022,15,10503,Surge,Set
406-4060086-9039555,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560032,FALSE,07 April 2022,April,2022,Apr 2022,15,10503,Surge,Set
408-2816723-5145967,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560076,FALSE,07 April 2022,April,2022,Apr 2022,15,10503,Surge,Set
171-4829741-0818767,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560050,FALSE,07 April 2022,April,2022,Apr 2022,15,10503,Surge,Set
404-6659753-8728361,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560066,FALSE,07 April 2022,April,2022,Apr 2022,15,10503,Surge,Set
407-2220930-7944333,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560087,FALSE,07 April 2022,April,2022,Apr 2022,15,10503,Surge,Set
171-8144050-6997966,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560084,FALSE,07 April 2022,April,2022,Apr 2022,15,10503,Surge,Set
404-0665925-5052357,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560049,FALSE,07 April 2022,April,2022,Apr 2022,15,10503,Surge,Set
171-1381890-1165108,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560078,FALSE,06 April 2022,April,2022,Apr 2022,15,10503,Surge,Set
404-7023096-9845933,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560067,FALSE,06 April 2022,April,2022,Apr 2022,15,10503,Surge,Set
403-2131729-7425906,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560067,FALSE,06 April 2022,April,2022,Apr 2022,15,10503,Surge,Set
406-5776089-0078749,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560030,FALSE,06 April 2022,April,2022,Apr 2022,15,10503,Surge,Set
408-3930673-5677914,Shipped,Amazon,Amazon.in,Expedited,1,788,BENGALURU,KARNATAKA,560032,FALSE,06 April 2022,April,2022,Apr 2022,15,10503,Surge,Set
406-0431095-7408304,Shipped,Amazon,Amazon.in,Expedited,1,474,BENGALURU,KARNATAKA,560008,FALSE,02 April 2022,April,2022,Apr 2022,14,2980,No Surge,Set
407-1357265-3321912,Shipped,Amazon,Amazon.in,Expedited,1,877,BENGALURU,KARNATAKA,560079,FALSE,02 April 2022,April,2022,Apr 2022,14,2980,No Surge,Set
407-0316419-5248358,Shipped,Amazon,Amazon.in,Expedited,1,999,BENGALURU,KARNATAKA,560066,FALSE,02 April 2022,April,2022,Apr 2022,14,2980,No Surge,Set
403-1161658-5703509,Shipped,Amazon,Amazon.in,Expedited,1,618,BENGALURU,KARNATAKA,560067,FALSE,02 April 2022,April,2022,Apr 2022,14,2980,No Surge,Set
406-8709261-6705139,Shipped,Amazon,Amazon.in,Expedited,1,877,BENGALURU,KARNATAKA,560076,FALSE,02 April 2022,April,2022,Apr 2022,14,2980,No Surge,Set
408-8128226-0346702,Shipped,Amazon,Amazon.in,Expedited,1,618,BENGALURU,KARNATAKA,560061,FALSE,02 April 2022,April,2022,Apr 2022,14,2980,No Surge,Set
408-4272634-8620309,Shipped,Amazon,Amazon.in,Expedited,1,627,BENGALURU,KARNATAKA,560066,FALSE,02 April 2022,April,2022,Apr 2022,14,2980,No Surge,Set
402-9157983-1582742,Shipped,Amazon,Amazon.in,Expedited,1,729,BENGALURU,KARNATAKA,560102,FALSE,02 April 2022,April,2022,Apr 2022,14,2980,No Surge,Set
171-1510868-8939518,Shipped,Amazon,Amazon.in,Expedited,1,589,BENGALURU,KARNATAKA,560030,FALSE,02 April 2022,April,2022,Apr 2022,14,2980,No Surge,Set
406-6176854-3497107,Shipped,Amazon,Amazon.in,Expedited,1,1165,BENGALURU,KARNATAKA,560093,FALSE,02 April 2022,April,2022,Apr 2022,14,2980,No Surge,Set
408-9007563-5205936,Shipped,Amazon,Amazon.in,Expedited,1,0,BENGALURU,KARNATAKA,560030,FALSE,02 April 2022,April,2022,Apr 2022,14,2980,No Surge,Set
408-3068503-6304323,Shipped,Amazon,Amazon.in,Expedited,1,495,BENGALURU,KARNATAKA,560037,FALSE,02 April 2022,April,2022,Apr 2022,14,2980,No Surge,Set
171-1504086-1341145,Shipped,Amazon,Amazon.in,Expedited,1,625,BENGALURU,KARNATAKA,560029,FALSE,02 April 2022,April,2022,Apr 2022,14,2980,No Surge,Set
407-9970904-3651543,Shipped,Amazon,Amazon.in,Expedited,1,845,BENGALURU,KARNATAKA,560077,FALSE,02 April 2022,April,2022,Apr 2022,14,2980,No Surge,Set
404-3112733-9350709,Shipped,Amazon,Amazon.in,Expedited,1,657,BENGALURU,KARNATAKA,560068,FALSE,02 April 2022,April,2022,Apr 2022,14,2980,No Surge,Set
404-6157178-9775564,Shipped,Amazon,Amazon.in,Expedited,1,648,BENGALURU,KARNATAKA,560066,FALSE,02 April 2022,April,2022,Apr 2022,14,2980,No Surge,Set
403-1816684-6095513,Shipped,Amazon,Amazon.in,Expedited,1,698,BENGALURU,KARNATAKA,560040,FALSE,02 April 2022,April,2022,Apr 2022,14,2980,No Surge,Set
403-5851398-9056304,Shipped,Amazon,Amazon.in,Expedited,1,899,BENGALURU,KARNATAKA,560075,FALSE,02 April 2022,April,2022,Apr 2022,14,2980,No Surge,Set
407-7415613-0555519,Shipped,Amazon,Amazon.in,Expedited,1,672,BENGALURU,KARNATAKA,560022,FALSE,02 April 2022,April,2022,Apr 2022,14,2980,No Surge,Set
